,Commodity,Price,Date,Log_Price,Low_Temp,Hi_Temp,Precip_Type,Snow_Amt
0,"Natural Gas, Henry Hub-I",2.37,2015-10-01,0.8628899551470398,56.84,82.55,,
1,"Natural Gas, Henry Hub-I",2.26,2015-10-02,0.8153648132841944,55.03,78.56,,
2,"Natural Gas, Henry Hub-I",2.32,2015-10-05,0.8415671856782185,66.69,82.85,,
3,"Natural Gas, Henry Hub-I",2.35,2015-10-06,0.8544153281560676,65.9,86.04,,
4,"Natural Gas, Henry Hub-I",2.46,2015-10-07,0.9001613499442714,70.2,89.39,,
5,"Natural Gas, Henry Hub-I",2.44,2015-10-08,0.8919980393051105,67.33,87.16,,
6,"Natural Gas, Henry Hub-I",2.36,2015-10-09,0.8586616190375187,68.14,88.25,,
7,"Natural Gas, Henry Hub-I",2.44,2015-10-12,0.8919980393051105,67.87,83.7,,
8,"Natural Gas, Henry Hub-I",2.43,2015-10-13,0.8878912573524571,55.02,89.17,,
9,"Natural Gas, Henry Hub-I",2.44,2015-10-14,0.8919980393051105,55.65,89.6,,
10,"Natural Gas, Henry Hub-I",2.49,2015-10-15,0.9122827104766164,58.42,91.53,,
11,"Natural Gas, Henry Hub-I",2.38,2015-10-16,0.8671004876833833,58.77,92.17,,
12,"Natural Gas, Henry Hub-I",2.42,2015-10-19,0.883767540168595,59.95,79.73,,
13,"Natural Gas, Henry Hub-I",2.45,2015-10-20,0.8960880245566357,63.15,82.92,,
14,"Natural Gas, Henry Hub-I",2.36,2015-10-21,0.8586616190375187,69.16,84.79,,
15,"Natural Gas, Henry Hub-I",2.34,2015-10-22,0.85015092936961,70.91,80.9,,
16,"Natural Gas, Henry Hub-I",2.27,2015-10-23,0.8197798314933114,73.35,83.31,,
17,"Natural Gas, Henry Hub-I",2.14,2015-10-26,0.7608058290337602,66.37,71.74,rain,
18,"Natural Gas, Henry Hub-I",2.07,2015-10-27,0.7275486072772777,59.41,72.56,rain,
19,"Natural Gas, Henry Hub-I",2.1,2015-10-28,0.7419373447293773,59.31,81.84,rain,
20,"Natural Gas, Henry Hub-I",2.1,2015-10-29,0.7419373447293773,60.09,81.32,,
21,"Natural Gas, Henry Hub-I",1.94,2015-10-30,0.6626879730752367,72.23,79.32,,
22,"Natural Gas, Henry Hub-I",1.92,2015-11-02,0.6523251860396901,65.34,71.65,rain,
23,"Natural Gas, Henry Hub-I",1.9,2015-11-03,0.6418538861723947,63.87,73.56,,
24,"Natural Gas, Henry Hub-I",2.02,2015-11-04,0.7030975114131134,65.56,80.74,rain,
25,"Natural Gas, Henry Hub-I",2.09,2015-11-05,0.7371640659767196,74.22,83.97,rain,
26,"Natural Gas, Henry Hub-I",2.16,2015-11-06,0.7701082216960737,71.37,85.43,rain,
27,"Natural Gas, Henry Hub-I",2.13,2015-11-09,0.7561219797213337,58.5,66.6,,
28,"Natural Gas, Henry Hub-I",2.11,2015-11-10,0.7466879474879751,62.5,76.29,,
29,"Natural Gas, Henry Hub-I",2.11,2015-11-11,0.7466879474879751,60.25,80.71,,
30,"Natural Gas, Henry Hub-I",2.01,2015-11-12,0.6981347220709843,49.8,71.45,rain,
31,"Natural Gas, Henry Hub-I",2.01,2015-11-13,0.6981347220709843,51.75,69.39,,
32,"Natural Gas, Henry Hub-I",2.14,2015-11-16,0.7608058290337602,74.12,78.6,rain,
33,"Natural Gas, Henry Hub-I",2.05,2015-11-17,0.7178397931503168,56.02,80.15,rain,
34,"Natural Gas, Henry Hub-I",2.1,2015-11-18,0.7419373447293773,51.0,72.1,rain,
35,"Natural Gas, Henry Hub-I",2.15,2015-11-19,0.7654678421395714,50.43,74.57,,
36,"Natural Gas, Henry Hub-I",2.16,2015-11-20,0.7701082216960737,56.64,72.9,,
37,"Natural Gas, Henry Hub-I",2.14,2015-11-23,0.7608058290337602,40.98,60.23,,
38,"Natural Gas, Henry Hub-I",2.11,2015-11-24,0.7466879474879751,52.04,68.46,,
39,"Natural Gas, Henry Hub-I",2.06,2015-11-25,0.7227059828014898,64.13,75.15,rain,
40,"Natural Gas, Henry Hub-I",2.09,2015-11-30,0.7371640659767196,65.17,77.58,rain,
41,"Natural Gas, Henry Hub-I",2.15,2015-12-01,0.7654678421395714,51.08,65.59,rain,
42,"Natural Gas, Henry Hub-I",2.17,2015-12-02,0.7747271675523681,46.29,57.5,rain,
43,"Natural Gas, Henry Hub-I",2.11,2015-12-03,0.7466879474879751,38.45,58.69,,
44,"Natural Gas, Henry Hub-I",2.08,2015-12-04,0.7323678937132266,39.18,59.43,,
45,"Natural Gas, Henry Hub-I",2.03,2015-12-07,0.7080357930536959,43.77,69.56,,
46,"Natural Gas, Henry Hub-I",1.98,2015-12-08,0.6830968447064438,54.14,70.55,rain,
47,"Natural Gas, Henry Hub-I",2.0,2015-12-09,0.6931471805599453,55.5,74.6,,
48,"Natural Gas, Henry Hub-I",1.91,2015-12-10,0.6471032420585384,67.2,77.96,,
49,"Natural Gas, Henry Hub-I",1.77,2015-12-11,0.5709795465857378,66.6,78.75,,
50,"Natural Gas, Henry Hub-I",1.69,2015-12-14,0.5247285289349821,48.33,71.11,rain,
51,"Natural Gas, Henry Hub-I",1.65,2015-12-15,0.5007752879124892,61.07,74.54,,
52,"Natural Gas, Henry Hub-I",1.68,2015-12-16,0.5187937934151675,48.65,74.47,rain,
53,"Natural Gas, Henry Hub-I",1.75,2015-12-17,0.5596157879354227,39.25,59.83,rain,
54,"Natural Gas, Henry Hub-I",1.7,2015-12-18,0.5306282510621704,36.44,58.76,,
55,"Natural Gas, Henry Hub-I",1.7,2015-12-21,0.5306282510621704,66.72,70.58,rain,
56,"Natural Gas, Henry Hub-I",1.75,2015-12-22,0.5596157879354227,66.02,70.98,rain,
57,"Natural Gas, Henry Hub-I",1.62,2015-12-23,0.4824261492442928,70.68,76.71,rain,
58,"Natural Gas, Henry Hub-I",1.54,2015-12-24,0.43178241642553783,73.59,79.09,rain,
59,"Natural Gas, Henry Hub-I",2.08,2015-12-28,0.7323678937132266,41.34,54.51,rain,
60,"Natural Gas, Henry Hub-I",2.24,2015-12-30,0.8064758658669485,50.32,58.17,rain,
61,"Natural Gas, Henry Hub-I",2.32,2015-12-31,0.8415671856782185,43.36,55.1,rain,
62,"Natural Gas, Henry Hub-I",2.39,2016-01-04,0.8712933659434193,32.24,57.47,,
63,"Natural Gas, Henry Hub-I",2.32,2016-01-05,0.8415671856782185,39.05,53.01,,
64,"Natural Gas, Henry Hub-I",2.35,2016-01-06,0.8544153281560676,54.11,66.96,,
65,"Natural Gas, Henry Hub-I",2.35,2016-01-07,0.8544153281560676,53.52,66.98,rain,
66,"Natural Gas, Henry Hub-I",2.47,2016-01-08,0.9042181506398859,57.3,65.69,,
67,"Natural Gas, Henry Hub-I",2.53,2016-01-11,0.9282193027394288,34.76,50.32,rain,
68,"Natural Gas, Henry Hub-I",2.38,2016-01-12,0.8671004876833833,36.43,60.4,,
69,"Natural Gas, Henry Hub-I",2.3,2016-01-13,0.8329091229351039,41.35,63.14,,
70,"Natural Gas, Henry Hub-I",2.19,2016-01-14,0.7839015438284094,53.0,62.27,rain,
71,"Natural Gas, Henry Hub-I",2.19,2016-01-15,0.7839015438284094,45.33,69.46,rain,
72,"Natural Gas, Henry Hub-I",2.22,2016-01-19,0.7975071958841882,49.72,63.11,,
73,"Natural Gas, Henry Hub-I",2.14,2016-01-20,0.7608058290337602,57.42,71.27,rain,
74,"Natural Gas, Henry Hub-I",2.2,2016-01-21,0.7884573603642703,42.31,73.6,rain,
75,"Natural Gas, Henry Hub-I",2.22,2016-01-22,0.7975071958841882,32.85,42.63,,
76,"Natural Gas, Henry Hub-I",2.14,2016-01-25,0.7608058290337602,59.73,71.19,,
77,"Natural Gas, Henry Hub-I",2.23,2016-01-26,0.8020015854720274,42.37,61.47,rain,
78,"Natural Gas, Henry Hub-I",2.24,2016-01-27,0.8064758658669485,35.71,55.1,,
79,"Natural Gas, Henry Hub-I",2.12,2016-01-28,0.7514160886839212,41.05,57.93,,
80,"Natural Gas, Henry Hub-I",2.25,2016-01-29,0.8109302162163288,50.07,69.67,,
81,"Natural Gas, Henry Hub-I",2.18,2016-02-01,0.7793248768009977,69.28,74.98,,
82,"Natural Gas, Henry Hub-I",2.03,2016-02-02,0.7080357930536959,53.6,73.31,rain,
83,"Natural Gas, Henry Hub-I",2.06,2016-02-03,0.7227059828014898,39.49,62.21,rain,
84,"Natural Gas, Henry Hub-I",2.05,2016-02-04,0.7178397931503168,32.46,54.18,,
85,"Natural Gas, Henry Hub-I",2.08,2016-02-05,0.7323678937132266,35.02,55.23,,
86,"Natural Gas, Henry Hub-I",2.22,2016-02-08,0.7975071958841882,38.66,60.01,,
87,"Natural Gas, Henry Hub-I",2.17,2016-02-09,0.7747271675523681,35.87,58.34,,
88,"Natural Gas, Henry Hub-I",2.13,2016-02-10,0.7561219797213337,45.6,59.24,,
89,"Natural Gas, Henry Hub-I",2.12,2016-02-11,0.7514160886839212,51.55,73.41,,
90,"Natural Gas, Henry Hub-I",2.07,2016-02-12,0.7275486072772777,48.57,74.63,,
91,"Natural Gas, Henry Hub-I",1.92,2016-02-16,0.6523251860396901,47.69,71.44,,
92,"Natural Gas, Henry Hub-I",1.91,2016-02-17,0.6471032420585384,43.89,68.43,,
93,"Natural Gas, Henry Hub-I",1.87,2016-02-18,0.6259384308664954,55.01,72.34,,
94,"Natural Gas, Henry Hub-I",1.81,2016-02-19,0.5933268452777344,58.7,74.41,,
95,"Natural Gas, Henry Hub-I",1.84,2016-02-22,0.6097655716208943,59.95,68.35,rain,
96,"Natural Gas, Henry Hub-I",1.83,2016-02-23,0.6043159668533296,46.58,69.57,rain,
97,"Natural Gas, Henry Hub-I",1.79,2016-02-24,0.5822156198526637,40.49,61.1,rain,
98,"Natural Gas, Henry Hub-I",1.77,2016-02-25,0.5709795465857378,39.94,68.9,,
99,"Natural Gas, Henry Hub-I",1.66,2016-02-26,0.5068176023684519,38.15,59.05,,
100,"Natural Gas, Henry Hub-I",1.62,2016-02-29,0.4824261492442928,60.26,75.45,,
101,"Natural Gas, Henry Hub-I",1.57,2016-03-01,0.45107561936021673,51.05,75.34,,
102,"Natural Gas, Henry Hub-I",1.59,2016-03-02,0.4637340162321402,60.07,70.25,,
103,"Natural Gas, Henry Hub-I",1.49,2016-03-04,0.3987761199573678,49.24,72.06,,
104,"Natural Gas, Henry Hub-I",1.52,2016-03-07,0.41871033485818504,65.16,73.44,,
105,"Natural Gas, Henry Hub-I",1.55,2016-03-08,0.4382549309311553,70.82,76.59,rain,
106,"Natural Gas, Henry Hub-I",1.57,2016-03-09,0.45107561936021673,72.57,75.99,,
107,"Natural Gas, Henry Hub-I",1.7,2016-03-10,0.5306282510621704,64.65,73.48,rain,
108,"Natural Gas, Henry Hub-I",1.72,2016-03-11,0.5423242908253617,62.77,71.57,rain,
109,"Natural Gas, Henry Hub-I",1.68,2016-03-14,0.5187937934151675,65.97,79.07,,
110,"Natural Gas, Henry Hub-I",1.78,2016-03-15,0.5766133643039938,66.9,78.74,,
111,"Natural Gas, Henry Hub-I",1.74,2016-03-16,0.5538851132264376,69.94,78.86,,
112,"Natural Gas, Henry Hub-I",1.82,2016-03-17,0.598836501088704,62.78,81.35,rain,
113,"Natural Gas, Henry Hub-I",1.84,2016-03-18,0.6097655716208943,63.43,76.31,rain,
114,"Natural Gas, Henry Hub-I",1.76,2016-03-21,0.5653138090500605,41.71,60.84,,
115,"Natural Gas, Henry Hub-I",1.75,2016-03-22,0.5596157879354227,58.9,67.94,,
116,"Natural Gas, Henry Hub-I",1.8,2016-03-23,0.5877866649021191,66.38,73.19,,
117,"Natural Gas, Henry Hub-I",1.72,2016-03-24,0.5423242908253617,47.35,77.28,rain,
118,"Natural Gas, Henry Hub-I",1.73,2016-03-28,0.5481214085096876,58.88,78.81,,
119,"Natural Gas, Henry Hub-I",1.77,2016-03-29,0.5709795465857378,65.74,76.79,rain,
120,"Natural Gas, Henry Hub-I",1.84,2016-03-30,0.6097655716208943,72.15,76.66,rain,
121,"Natural Gas, Henry Hub-I",1.93,2016-03-31,0.6575200029167941,66.11,78.07,,
122,"Natural Gas, Henry Hub-I",1.88,2016-04-01,0.6312717768418578,51.06,68.8,rain,
123,"Natural Gas, Henry Hub-I",1.94,2016-04-04,0.6626879730752367,53.77,78.18,,
124,"Natural Gas, Henry Hub-I",1.91,2016-04-05,0.6471032420585384,56.3,82.28,,
125,"Natural Gas, Henry Hub-I",1.86,2016-04-06,0.62057648772511,52.84,75.33,,
126,"Natural Gas, Henry Hub-I",1.93,2016-04-07,0.6575200029167941,57.52,80.11,,
127,"Natural Gas, Henry Hub-I",1.98,2016-04-08,0.6830968447064438,49.8,77.79,,
128,"Natural Gas, Henry Hub-I",1.88,2016-04-11,0.6312717768418578,71.3,78.23,,
129,"Natural Gas, Henry Hub-I",1.94,2016-04-12,0.6626879730752367,64.04,80.74,rain,
130,"Natural Gas, Henry Hub-I",1.98,2016-04-13,0.6830968447064438,65.63,75.29,rain,
131,"Natural Gas, Henry Hub-I",1.91,2016-04-14,0.6471032420585384,67.08,78.09,rain,
132,"Natural Gas, Henry Hub-I",1.72,2016-04-15,0.5423242908253617,66.12,79.4,rain,
133,"Natural Gas, Henry Hub-I",1.76,2016-04-18,0.5653138090500605,67.34,77.29,rain,
134,"Natural Gas, Henry Hub-I",1.9,2016-04-19,0.6418538861723947,67.6,74.84,,
135,"Natural Gas, Henry Hub-I",2.02,2016-04-20,0.7030975114131134,64.68,78.8,rain,
136,"Natural Gas, Henry Hub-I",1.94,2016-04-21,0.6626879730752367,60.86,79.92,rain,
137,"Natural Gas, Henry Hub-I",1.89,2016-04-22,0.636576829071551,57.99,79.78,rain,
138,"Natural Gas, Henry Hub-I",1.97,2016-04-25,0.6780335427498971,70.32,82.21,,
139,"Natural Gas, Henry Hub-I",1.88,2016-04-26,0.6312717768418578,74.94,82.7,,
140,"Natural Gas, Henry Hub-I",1.88,2016-04-27,0.6312717768418578,71.84,83.81,rain,
141,"Natural Gas, Henry Hub-I",1.89,2016-04-28,0.636576829071551,73.92,83.97,,
142,"Natural Gas, Henry Hub-I",1.91,2016-04-29,0.6471032420585384,75.18,83.19,,
143,"Natural Gas, Henry Hub-I",1.91,2016-05-02,0.6471032420585384,64.04,79.33,rain,
144,"Natural Gas, Henry Hub-I",1.92,2016-05-03,0.6523251860396901,58.2,74.94,,
145,"Natural Gas, Henry Hub-I",1.99,2016-05-04,0.688134638736401,62.13,78.62,,
146,"Natural Gas, Henry Hub-I",2.04,2016-05-05,0.712949807856125,55.24,79.29,,
147,"Natural Gas, Henry Hub-I",1.84,2016-05-06,0.6097655716208943,55.0,79.22,,
148,"Natural Gas, Henry Hub-I",1.97,2016-05-09,0.6780335427498971,72.22,78.71,,
149,"Natural Gas, Henry Hub-I",2.04,2016-05-10,0.712949807856125,70.47,83.65,,
150,"Natural Gas, Henry Hub-I",2.01,2016-05-11,0.6981347220709843,68.82,84.42,,
151,"Natural Gas, Henry Hub-I",2.0,2016-05-12,0.6931471805599453,72.07,88.68,,
152,"Natural Gas, Henry Hub-I",1.95,2016-05-13,0.6678293725756554,62.36,87.41,,
153,"Natural Gas, Henry Hub-I",1.91,2016-05-16,0.6471032420585384,66.84,77.5,rain,
154,"Natural Gas, Henry Hub-I",1.97,2016-05-17,0.6780335427498971,69.49,84.46,rain,
155,"Natural Gas, Henry Hub-I",1.91,2016-05-18,0.6471032420585384,64.53,79.72,,
156,"Natural Gas, Henry Hub-I",1.82,2016-05-19,0.598836501088704,67.34,82.5,rain,
157,"Natural Gas, Henry Hub-I",1.81,2016-05-20,0.5933268452777344,68.26,84.51,rain,
158,"Natural Gas, Henry Hub-I",1.95,2016-05-23,0.6678293725756554,70.23,86.64,,
159,"Natural Gas, Henry Hub-I",1.91,2016-05-24,0.6471032420585384,74.92,86.99,,
160,"Natural Gas, Henry Hub-I",1.77,2016-05-25,0.5709795465857378,75.12,86.65,,
161,"Natural Gas, Henry Hub-I",1.75,2016-05-26,0.5596157879354227,76.35,86.4,,
162,"Natural Gas, Henry Hub-I",1.79,2016-05-27,0.5822156198526637,66.78,84.35,rain,
163,"Natural Gas, Henry Hub-I",2.09,2016-05-31,0.7371640659767196,73.11,88.16,,
164,"Natural Gas, Henry Hub-I",2.26,2016-06-01,0.8153648132841944,72.94,80.75,rain,
165,"Natural Gas, Henry Hub-I",2.3,2016-06-02,0.8329091229351039,71.82,86.49,rain,
166,"Natural Gas, Henry Hub-I",2.31,2016-06-03,0.8372475245337022,71.21,81.45,rain,
167,"Natural Gas, Henry Hub-I",2.32,2016-06-06,0.8415671856782185,72.95,90.43,rain,
168,"Natural Gas, Henry Hub-I",2.28,2016-06-07,0.8241754429663494,72.46,88.41,,
169,"Natural Gas, Henry Hub-I",2.33,2016-06-08,0.8458682675776092,75.37,92.08,,
170,"Natural Gas, Henry Hub-I",2.31,2016-06-09,0.8372475245337022,73.84,89.92,,
171,"Natural Gas, Henry Hub-I",2.41,2016-06-10,0.8796267475025636,75.31,86.8,rain,
172,"Natural Gas, Henry Hub-I",2.52,2016-06-13,0.9242589015233319,75.65,82.73,rain,
173,"Natural Gas, Henry Hub-I",2.52,2016-06-14,0.9242589015233319,76.71,89.24,rain,
174,"Natural Gas, Henry Hub-I",2.62,2016-06-15,0.9631743177730056,75.63,92.27,,
175,"Natural Gas, Henry Hub-I",2.61,2016-06-16,0.959350221334602,77.37,93.28,,
176,"Natural Gas, Henry Hub-I",2.58,2016-06-17,0.9477893989335261,77.91,94.02,,
177,"Natural Gas, Henry Hub-I",2.73,2016-06-20,1.0043016091968684,73.61,90.5,rain,
178,"Natural Gas, Henry Hub-I",2.76,2016-06-21,1.0152306797290584,75.12,88.68,rain,
179,"Natural Gas, Henry Hub-I",2.78,2016-06-22,1.0224509277025455,73.57,89.52,,
180,"Natural Gas, Henry Hub-I",2.68,2016-06-23,0.9858167945227654,73.29,89.55,,
181,"Natural Gas, Henry Hub-I",2.67,2016-06-24,0.9820784724121582,75.84,91.72,,
182,"Natural Gas, Henry Hub-I",2.76,2016-06-27,1.0152306797290584,75.87,92.88,rain,
183,"Natural Gas, Henry Hub-I",2.86,2016-06-28,1.0508216248317612,72.49,89.57,rain,
184,"Natural Gas, Henry Hub-I",2.93,2016-06-29,1.075002423028976,73.19,90.39,rain,
185,"Natural Gas, Henry Hub-I",2.9,2016-06-30,1.0647107369924282,74.34,91.46,rain,
186,"Natural Gas, Henry Hub-I",2.87,2016-07-01,1.0543120297715298,76.04,94.95,,
187,"Natural Gas, Henry Hub-I",2.82,2016-07-05,1.0367368849500223,80.56,92.35,,
188,"Natural Gas, Henry Hub-I",2.75,2016-07-06,1.0116009116784799,77.53,88.74,rain,
189,"Natural Gas, Henry Hub-I",2.85,2016-07-07,1.0473189942805592,76.95,92.77,,
190,"Natural Gas, Henry Hub-I",2.77,2016-07-08,1.0188473201992472,75.6,93.24,,
191,"Natural Gas, Henry Hub-I",2.85,2016-07-11,1.0473189942805592,74.7,91.76,rain,
192,"Natural Gas, Henry Hub-I",2.75,2016-07-12,1.0116009116784799,76.67,93.03,,
193,"Natural Gas, Henry Hub-I",2.81,2016-07-13,1.0331844833456545,77.68,90.55,rain,
194,"Natural Gas, Henry Hub-I",2.77,2016-07-14,1.0188473201992472,74.91,85.46,rain,
195,"Natural Gas, Henry Hub-I",2.67,2016-07-15,0.9820784724121582,73.24,85.86,rain,
196,"Natural Gas, Henry Hub-I",2.81,2016-07-18,1.0331844833456545,75.5,89.23,rain,
197,"Natural Gas, Henry Hub-I",2.81,2016-07-19,1.0331844833456545,75.84,90.45,rain,
198,"Natural Gas, Henry Hub-I",2.72,2016-07-20,1.000631880307906,77.73,93.91,,
199,"Natural Gas, Henry Hub-I",2.7,2016-07-21,0.9932517730102834,76.07,93.93,rain,
200,"Natural Gas, Henry Hub-I",2.78,2016-07-22,1.0224509277025455,76.54,92.08,rain,
201,"Natural Gas, Henry Hub-I",2.81,2016-07-25,1.0331844833456545,74.42,91.37,rain,
202,"Natural Gas, Henry Hub-I",2.72,2016-07-26,1.000631880307906,73.93,87.88,rain,
203,"Natural Gas, Henry Hub-I",2.8,2016-07-27,1.0296194171811581,75.92,83.71,rain,
204,"Natural Gas, Henry Hub-I",2.76,2016-07-28,1.0152306797290584,73.79,90.67,rain,
205,"Natural Gas, Henry Hub-I",2.94,2016-07-29,1.0784095813505903,75.8,92.81,rain,
206,"Natural Gas, Henry Hub-I",2.87,2016-08-01,1.0543120297715298,76.52,89.38,rain,
207,"Natural Gas, Henry Hub-I",2.79,2016-08-02,1.0260415958332743,78.18,93.34,,
208,"Natural Gas, Henry Hub-I",2.88,2016-08-03,1.0577902941478545,76.17,91.14,,
209,"Natural Gas, Henry Hub-I",2.89,2016-08-04,1.0612565021243408,76.23,94.14,,
210,"Natural Gas, Henry Hub-I",2.85,2016-08-05,1.0473189942805592,75.47,92.61,rain,
211,"Natural Gas, Henry Hub-I",2.83,2016-08-08,1.0402767116551463,76.71,92.04,rain,
212,"Natural Gas, Henry Hub-I",2.75,2016-08-09,1.0116009116784799,76.56,90.72,rain,
213,"Natural Gas, Henry Hub-I",2.73,2016-08-10,1.0043016091968684,75.81,88.89,rain,
214,"Natural Gas, Henry Hub-I",2.67,2016-08-11,0.9820784724121582,76.44,83.74,rain,
215,"Natural Gas, Henry Hub-I",2.7,2016-08-12,0.9932517730102834,73.08,77.27,rain,
216,"Natural Gas, Henry Hub-I",2.71,2016-08-15,0.9969486348916096,75.74,89.73,,
217,"Natural Gas, Henry Hub-I",2.71,2016-08-16,0.9969486348916096,73.41,88.93,rain,
218,"Natural Gas, Henry Hub-I",2.71,2016-08-17,0.9969486348916096,74.37,86.98,rain,
219,"Natural Gas, Henry Hub-I",2.71,2016-08-18,0.9969486348916096,75.42,87.2,rain,
220,"Natural Gas, Henry Hub-I",2.64,2016-08-19,0.9707789171582248,75.8,90.21,rain,
221,"Natural Gas, Henry Hub-I",2.74,2016-08-22,1.007957920399979,74.86,89.29,rain,
222,"Natural Gas, Henry Hub-I",2.71,2016-08-23,0.9969486348916096,76.8,92.21,,
223,"Natural Gas, Henry Hub-I",2.77,2016-08-24,1.0188473201992472,76.85,92.11,rain,
224,"Natural Gas, Henry Hub-I",2.86,2016-08-25,1.0508216248317612,75.32,90.4,rain,
225,"Natural Gas, Henry Hub-I",2.87,2016-08-26,1.0543120297715298,77.29,87.64,,
226,"Natural Gas, Henry Hub-I",2.95,2016-08-29,1.0818051703517284,72.96,83.69,rain,
227,"Natural Gas, Henry Hub-I",2.92,2016-08-30,1.0715836162801904,74.99,92.46,rain,
228,"Natural Gas, Henry Hub-I",2.94,2016-08-31,1.0784095813505903,76.17,93.07,,
229,"Natural Gas, Henry Hub-I",2.91,2016-09-01,1.0681530811834012,75.75,94.72,,
230,"Natural Gas, Henry Hub-I",2.85,2016-09-02,1.0473189942805592,71.67,92.16,,
231,"Natural Gas, Henry Hub-I",2.82,2016-09-06,1.0367368849500223,74.77,90.52,rain,
232,"Natural Gas, Henry Hub-I",2.82,2016-09-07,1.0367368849500223,73.88,91.45,rain,
233,"Natural Gas, Henry Hub-I",2.84,2016-09-08,1.0438040521731147,74.06,90.13,,
234,"Natural Gas, Henry Hub-I",2.92,2016-09-09,1.0715836162801904,75.03,90.48,,
235,"Natural Gas, Henry Hub-I",2.99,2016-09-12,1.095273387402595,72.91,86.65,rain,
236,"Natural Gas, Henry Hub-I",3.06,2016-09-13,1.1184149159642893,73.67,90.02,rain,
237,"Natural Gas, Henry Hub-I",3.04,2016-09-14,1.1118575154181303,74.2,90.85,rain,
238,"Natural Gas, Henry Hub-I",2.95,2016-09-15,1.0818051703517284,75.03,87.51,rain,
239,"Natural Gas, Henry Hub-I",2.94,2016-09-16,1.0784095813505903,76.48,83.36,rain,
240,"Natural Gas, Henry Hub-I",2.97,2016-09-19,1.0885619528146082,72.2,93.3,,
241,"Natural Gas, Henry Hub-I",3.08,2016-09-20,1.1249295969854831,71.65,91.67,,
242,"Natural Gas, Henry Hub-I",3.14,2016-09-21,1.144222799920162,74.26,92.33,rain,
243,"Natural Gas, Henry Hub-I",3.14,2016-09-22,1.144222799920162,74.12,89.95,rain,
244,"Natural Gas, Henry Hub-I",3.04,2016-09-23,1.1118575154181303,72.43,90.35,,
245,"Natural Gas, Henry Hub-I",3.05,2016-09-26,1.1151415906193203,70.02,91.17,rain,
246,"Natural Gas, Henry Hub-I",3.03,2016-09-27,1.1085626195212777,68.1,87.26,,
247,"Natural Gas, Henry Hub-I",2.98,2016-09-28,1.091923300517313,64.68,87.66,,
